tool,parm,label,type,components,default,menu_items
AB::FloatingIslands::1.0,noise_ramp,Primarey Noise Amp,Ramp,1,2,0
AB::FloatingIslands::1.0,freq,Frequency,Float,3,1.2;1.2;1.2,0
AB::FloatingIslands::1.0,offset,Offset,Float,3,0.0;0.0;0.0,0
AB::FloatingIslands::1.0,rough,Roughness,Float,1,0.37,0
AB::FloatingIslands::1.0,maxoctave,Max Octaves,Int,1,8,0
AB::FloatingIslands::1.0,noisetype,Noise Type,String,1,noise,2
AB::FloatingIslands::1.0,noise_mult,Noise Mult,Float,1,1.0,0
AB::FloatingIslands::1.0,noise_ramp2,Secondary Noise Amp,Ramp,1,2,0
AB::FloatingIslands::1.0,freq4,Frequency,Float,3,1.0;1.0;1.0,0
AB::FloatingIslands::1.0,offset4,Offset,Float,3,0.0;0.0;0.0,0
AB::FloatingIslands::1.0,rough2,Roughness,Float,1,0.3,0
AB::FloatingIslands::1.0,maxoctave2,Max Octaves,Int,1,8,0
AB::FloatingIslands::1.0,noisetype2,Noise Type,String,1,noise,2
AB::FloatingIslands::1.0,noise_mult2,Noise Mult,Float,1,0.495,0
AB::FloatingIslands::1.0,geo_noise_switch,Add  Varonoi Noise,Toggle,1,False,0
AB::FloatingIslands::1.0,ramp,Varonoi Noise Ramp,Ramp,1,5,0
AB::FloatingIslands::1.0,freq5,Frequency,Float,3,0.2;0.2;0.2,0
AB::FloatingIslands::1.0,offset5,Offset,Float,3,0.0;0.0;0.0,0
AB::FloatingIslands::1.0,rough3,Roughness,Float,1,0.3,0
AB::FloatingIslands::1.0,maxoctave3,Max Octaves,Int,1,8,0
AB::FloatingIslands::1.0,noisetype3,Noise Type,String,1,noise,2
AB::FloatingIslands::1.0,remesh_on,Use Remesh,Toggle,1,False,0
AB::FloatingIslands::1.0,uv_layout_on,Use UV Layout,Toggle,1,False,0
