tool,parm,label,type,components,default,menu_items
AB::HighwaySignGenerator::5.0,SignHighway2_AddBevels,Add Bevels,Toggle,1,True,0
AB::HighwaySignGenerator::5.0,NumOfHwySigns,Number of Signs,Int,1,3,0
AB::HighwaySignGenerator::5.0,sepparm2,,Separator,0,,0
AB::HighwaySignGenerator::5.0,FooterOptions2,Footer Options,Label,1,,0
AB::HighwaySignGenerator::5.0,FooterHeight,Footer Height,Float,1,1.0,0
AB::HighwaySignGenerator::5.0,MetalPlateThickness,Metal Plate Thickness,Float,1,0.1,0
AB::HighwaySignGenerator::5.0,MetalPlateBevelShape,Metal Plate Bevel Shape,Menu,1,4,5
AB::HighwaySignGenerator::5.0,MetalPlateBevelSize,Bevel Size,Float,1,0.01,0
AB::HighwaySignGenerator::5.0,MetalPlateBevelDivs,Metal Plate Bevel Divs,Int,1,1,0
AB::HighwaySignGenerator::5.0,MetalPlateFinalScale,Bolt Scale,Float,1,0.5,0
AB::HighwaySignGenerator::5.0,MetalPlateAddWasher,Add Washer,Toggle,1,True,0
AB::HighwaySignGenerator::5.0,MetalPlateWasherThickness,Washer Thickness,Float,1,0.1,0
AB::HighwaySignGenerator::5.0,MetalPlateWasherResolution,Washer Resolution,Int,1,24,0
AB::HighwaySignGenerator::5.0,MetalPlateBoltHeight,Metal Plate Bolt Height,Float,1,0.5,0
AB::HighwaySignGenerator::5.0,MetalPlateBoltResolution,Bolt Resolution,Int,1,12,0
AB::HighwaySignGenerator::5.0,sepparm3,,Separator,0,,0
AB::HighwaySignGenerator::5.0,SupportBracketOptions2,Support Bracket Options,Label,1,,0
AB::HighwaySignGenerator::5.0,SupportRadiusScale,Support Bracket Width,Float,1,0.2,0
AB::HighwaySignGenerator::5.0,SupportBracketBoltSize,Support Bracket Bolt Size,Float,1,0.35,0
AB::HighwaySignGenerator::5.0,SupportBracketAddWasher,Add Washer,Toggle,1,True,0
AB::HighwaySignGenerator::5.0,SupportBracketWasherThickness,Washer Thickness,Float,1,0.04,0
AB::HighwaySignGenerator::5.0,SupportBracketWasherResolution,Washer Resolution,Int,1,24,0
AB::HighwaySignGenerator::5.0,SupportBracketBoltHeight,Bolt Height,Float,1,0.5,0
AB::HighwaySignGenerator::5.0,SupportBracketBoltResolution,Bolt Resolution,Int,1,12,0
AB::HighwaySignGenerator::5.0,sepparm4,,Separator,0,,0
AB::HighwaySignGenerator::5.0,second_angle_translater,Translate Scalar,Float,1,0.5,0
AB::HighwaySignGenerator::5.0,TrafficSignOptions,Traffic Sign Options,Label,1,,0
AB::HighwaySignGenerator::5.0,AddTrafficSigns,Add Traffic Signs,Toggle,1,True,0
AB::HighwaySignGenerator::5.0,sepparm6,,Separator,0,,0
AB::HighwaySignGenerator::5.0,SignSide,Sign Side,Menu,1,1,2
AB::HighwaySignGenerator::5.0,SecondarySignRotateY2,Rotate Y,Float,1,0.0,0
AB::HighwaySignGenerator::5.0,AddFrontBolts,Add Front Bolts,Toggle,1,True,0
AB::HighwaySignGenerator::5.0,labelparm5,Secondary Sign Options,Label,1,,0
AB::HighwaySignGenerator::5.0,AddSecondSign,Add Second Sign,Toggle,1,True,0
AB::HighwaySignGenerator::5.0,PrimarySignRotateY,Rotate Y,Float,1,0.0,0
AB::HighwaySignGenerator::5.0,PrimarySet,Set,String,1,Any,7
AB::HighwaySignGenerator::5.0,PrimaryShape,Shape,String,1,Any,9
AB::HighwaySignGenerator::5.0,PrimarySign,Sign,String,1,X01F01,0
AB::HighwaySignGenerator::5.0,SecondarySet,Set,String,1,Any,7
AB::HighwaySignGenerator::5.0,SecondaryShape,Shape,String,1,Any,9
AB::HighwaySignGenerator::5.0,SecondarySign,Sign,String,1,X01F14,0
AB::HighwaySignGenerator::5.0,SignSizeClass,Sign Size Class,String,1,freeway,5
AB::HighwaySignGenerator::5.0,SignSpacing,Sign Spacing,Float,1,0.1,0
AB::HighwaySignGenerator::5.0,SignThickness,Sign Thickness,Float,1,0.006,0
AB::HighwaySignGenerator::5.0,sepparm5,,Separator,0,,0
AB::HighwaySignGenerator::5.0,HighwaySignColorOptions,Highway Sign Color Options,Label,1,,0
AB::HighwaySignGenerator::5.0,MetalColor,Metal,Float,3,0.333;0.333;0.333,0
AB::HighwaySignGenerator::5.0,ConcreteColor,Concrete,Float,3,0.2;0.2;0.2,0
AB::HighwaySignGenerator::5.0,FooterBoltColor,Footer Bolts,Float,3,0.438;0.347772;0.257544,0
AB::HighwaySignGenerator::5.0,MetalSupportColor,Metal Support,Float,3,0.5;0.5;0.5,0
AB::HighwaySignGenerator::5.0,SignBackColor,Sign Back,Float,3,0.2;0.2;0.2,0
AB::HighwaySignGenerator::5.0,SignFrontColor,Sign Front,Float,3,0.075;0.269;0.075,0
AB::HighwaySignGenerator::5.0,WhiteReflectiveColor,Reflective,Float,3,1.0;1.0;1.0,0
AB::HighwaySignGenerator::5.0,LibraryFile,Library File,String,1,$ASSETBASH/config/signs_library.csv,0
AB::HudMaker::2.0,geo_typ,Geo Type,Menu,1,0,5
AB::HudMaker::2.0,points,Points,Int,1,14,0
AB::HudMaker::2.0,divs,Divisions,Int,1,100,0
AB::HudMaker::2.0,ramp,Parameter,Ramp,1,3,0
AB::HudMaker::2.0,primsort,Primitive Sort,Menu,1,2,12
AB::HudMaker::2.0,primreverse,Reverse Primitive Sort,Toggle,1,False,0
AB::HudMaker::2.0,points2,Points,Int,1,10,0
AB::HudMaker::2.0,ramp2,Parameter,Ramp,1,3,0
AB::HudMaker::2.0,grid_length,Length,Int,1,10,0
AB::HudMaker::2.0,grid_height,Height,Int,1,10,0
AB::HudMaker::2.0,grid_depth,Depth,Int,1,10,0
AB::HudMaker::2.0,ColorBounds,Bounds,Float,3,1.0;1.0;1.0,0
AB::HudMaker::2.0,GnomonsColor,Gnomons,Float,3,1.0;1.0;1.0,0
AB::HudMaker::2.0,SmallDivColor, Small Divs,Float,3,1.0;0.383333;0.0,0
AB::HudMaker::2.0,ColorCenterCross,Center Cross,Float,3,1.0;1.0;1.0,0
AB::HudMaker::2.0,GridColor,Grid,Float,3,0.0333333;1.0;0.0,0
AB::IndustrialBuildings::2.1,MainRes,Resolution,Menu,1,2,3
AB::IndustrialBuildings::2.1,uv_layout,UV Layout,Toggle,1,False,0
AB::IndustrialBuildings::2.1,lightmaps_on,Lightmaps On,Toggle,1,False,0
AB::IndustrialBuildings::2.1,vis_uv,Vis UV,Toggle,1,False,0
AB::IndustrialBuildings::2.1,use_color,Use Color,Toggle,1,True,0
AB::IndustrialBuildings::2.1,sepparm5,,Separator,0,,0
AB::IndustrialBuildings::2.1,BuildingOptions,Building Options,Label,1,,0
AB::IndustrialBuildings::2.1,BuildingStyle,Building Style,Menu,1,0,4
AB::IndustrialBuildings::2.1,building_depth,Building Depth,Float,1,40.0,0
AB::IndustrialBuildings::2.1,building_width,Building Width,Float,1,20.0,0
AB::IndustrialBuildings::2.1,wall_height,Wall Height,Float,1,4.0,0
AB::IndustrialBuildings::2.1,win_base_height,Window Base Height,Float,1,0.75,0
AB::IndustrialBuildings::2.1,win_height,Window Height,Float,1,2.0,0
AB::IndustrialBuildings::2.1,win_width,Window Width,Float,1,1.0,0
AB::IndustrialBuildings::2.1,build_depth_modules,Depth Divsions,Int,1,10,0
AB::IndustrialBuildings::2.1,sepparm6,,Separator,0,,0
AB::IndustrialBuildings::2.1,ClearstoryOptions,Clearstory Options,Label,1,,0
AB::IndustrialBuildings::2.1,add_inset_win,Add Window Inset,Toggle,1,True,0
AB::IndustrialBuildings::2.1,center_peak_height2,Center Peak Height,Float,1,12.0,0
AB::IndustrialBuildings::2.1,roof_thick,Roof Thickness,Float,1,0.1,0
AB::IndustrialBuildings::2.1,roof_overhang,Roof Overhang,Float,1,0.5,0
AB::IndustrialBuildings::2.1,sepparm,,Separator,0,,0
AB::IndustrialBuildings::2.1,lower_win_opt,Lower Window Options,Label,1,,0
AB::IndustrialBuildings::2.1,add_winsill,Add Window Sill,Toggle,1,False,0
AB::IndustrialBuildings::2.1,window_type,Window Type,Menu,1,0,3
AB::IndustrialBuildings::2.1,win_wall_open_z,Window Depth,Float,1,0.4,0
AB::IndustrialBuildings::2.1,win_casing_thick,Window Casing Thickness,Float,1,0.05,0
AB::IndustrialBuildings::2.1,win_div_y,Window Panes Div Height,Int,1,3,0
AB::IndustrialBuildings::2.1,win_div_x,Window Panes Div Width,Int,1,3,0
AB::IndustrialBuildings::2.1,window_main_thick,Window Frame Depth,Float,1,0.1,0
AB::IndustrialBuildings::2.1,sepparm4,,Separator,0,,0
AB::IndustrialBuildings::2.1,Upper_win_opt2,Upper Window Options,Label,1,,0
AB::IndustrialBuildings::2.1,add_winsill2,Add Window Sill,Toggle,1,False,0
AB::IndustrialBuildings::2.1,window_type2,Window Type,Menu,1,0,3
AB::IndustrialBuildings::2.1,win_wall_open_z2,Window Depth,Float,1,0.4,0
AB::IndustrialBuildings::2.1,win_casing_thick2,Window Casing Thickness,Float,1,0.05,0
AB::IndustrialBuildings::2.1,win_div_y2,Window Panes Div Height,Int,1,3,0
AB::IndustrialBuildings::2.1,win_div_x2,Window Panes Div Width,Int,1,3,0
AB::IndustrialBuildings::2.1,window_main_thick2,Window Frame Depth,Float,1,0.1,0
AB::IndustrialBuildings::2.1,sepparm3,,Separator,0,,0
AB::IndustrialBuildings::2.1,labelparm,Color Options,Label,1,,0
AB::IndustrialBuildings::2.1,b_walls_color,Walls,Float,3,0.1;0.1;0.1,0
AB::IndustrialBuildings::2.1,blower_roof,Lower Roof,Float,3,0.333;0.333;0.333,0
AB::IndustrialBuildings::2.1,b_roof_color,Roof,Float,3,0.5;0.5;0.5,0
AB::IndustrialBuildings::2.1,sepparm7,,Separator,0,,0
AB::IndustrialBuildings::2.1,PeakedOptions,Peaked Options,Label,1,,0
AB::IndustrialBuildings::2.1,center_peak_height,Center Peak Height,Float,1,12.0,0
AB::IndustrialBuildings::2.1,sepparm2,,Separator,0,,0
AB::IndustrialBuildings::2.1,labelparm2,Color Options,Label,1,,0
AB::IndustrialBuildings::2.1,walls_color,Walls,Float,3,0.1;0.1;0.1,0
AB::IndustrialBuildings::2.1,roof_color,Roof Color,Float,3,0.075;0.3;0.075,0
AB::IndustrialBuildings::2.1,sepparm8,,Separator,0,,0
AB::IndustrialBuildings::2.1,LoftOptions,Loft Options,Label,1,,0
AB::IndustrialBuildings::2.1,loft_floor_num,Floor Number,Int,1,3,0
AB::IndustrialBuildings::2.1,irregularity,Irregularity,Float,1,0.75,0
AB::IndustrialBuildings::2.1,cluster_lots,Cluster Lots,Float,1,0.0,0
AB::IndustrialBuildings::2.1,number_of_clusters,Number of Clusters,Int,1,50,0
AB::IndustrialBuildings::2.1,vertical_bias,Vertical Bias,Float,1,0.0,0
AB::LadderGenerator::2.0,LadderStyle,Ladder Style,Menu,1,0,2
AB::LadderGenerator::2.0,CollisionOn,Collision On,Toggle,1,False,0
AB::LadderGenerator::2.0,sepparm,,Separator,0,,0
AB::LadderGenerator::2.0,ladder_height,Height,Float,1,1.0,0
AB::LadderGenerator::2.0,parapet_height,Parapet Height,Float,1,1.0,0
AB::LadderGenerator::2.0,ladder_width,Ladder Width,Float,1,1.0,0
AB::LadderGenerator::2.0,ladder_depth,Ladder Depth,Float,1,1.0,0
AB::LadderGenerator::2.0,radius,Wire Radius,Float,1,0.02,0
AB::LadderGenerator::2.0,div,Divisions,Int,1,12,0
AB::LadderGenerator::2.0,segs,Segments,Int,1,1,0
AB::LadderGenerator::2.0,sepparm2,,Separator,0,,0
AB::LadderGenerator::2.0,WoodBasicLadderOptions,Wood Basic Options,Label,1,,0
AB::LadderGenerator::2.0,LadderHeight,Ladder Height,Float,1,4.6,0
AB::LadderGenerator::2.0,LadderWidth,Ladder Width,Float,1,1.5,0
AB::LightningMaker::1.5,xOrd,Transform Order,Menu,1,0,6
AB::LightningMaker::1.5,rOrd,Rotate Order,Menu,1,0,6
AB::LightningMaker::1.5,t,Translate,Float,3,0.0;0.0;0.0,0
AB::LightningMaker::1.5,r,Rotate,Float,3,0.0;0.0;0.0,0
AB::LightningMaker::1.5,s,Scale,Float,3,1.0;1.0;1.0,0
AB::LightningMaker::1.5,p,Pivot Translate,Float,3,0.0;0.0;0.0,0
AB::LightningMaker::1.5,pr,Pivot Rotate,Float,3,0.0;0.0;0.0,0
AB::LightningMaker::1.5,scale,Uniform Scale,Float,1,1.0,0
AB::LightningMaker::1.5,pre_xform,Modify Pre-Transform,Button,1,,6
AB::LightningMaker::1.5,keeppos,Keep Position When Parenting,Toggle,1,False,0
AB::LightningMaker::1.5,childcomp,Child Compensation,Toggle,1,False,0
AB::LightningMaker::1.5,constraints_on,Enable Constraints,Toggle,1,False,0
AB::LightningMaker::1.5,constraints_path,Constraints,String,1,,0
AB::LightningMaker::1.5,lookatpath,Look At,String,1,,0
AB::LightningMaker::1.5,lookupobjpath,Look Up Object,String,1,,0
AB::LightningMaker::1.5,lookup,Look At Up Vector,String,1,on,5
AB::LightningMaker::1.5,pathobjpath,Path Object,String,1,,0
AB::LightningMaker::1.5,roll,Roll,Float,1,0.0,0
AB::LightningMaker::1.5,pos,Position,Float,1,0.0,0
AB::LightningMaker::1.5,uparmtype,Parameterization,Menu,1,1,2
AB::LightningMaker::1.5,pathorient,Orient Along Path,Int,1,1,0
AB::LightningMaker::1.5,up,Orient Up Vector,Float,3,0.0;1.0;0.0,0
AB::LightningMaker::1.5,bank,Auto-Bank factor,Float,1,0.0,0
AB::LightningMaker::1.5,label1,Input #1 Label,String,1,Sub-Network Input #1,0
AB::LightningMaker::1.5,label2,Input #2 Label,String,1,Sub-Network Input #2,0
AB::LightningMaker::1.5,label3,Input #3 Label,String,1,Sub-Network Input #3,0
AB::LightningMaker::1.5,label4,Input #4 Label,String,1,Sub-Network Input #4,0
AB::LightningMaker::1.5,tdisplay,Display,Toggle,1,False,0
AB::LightningMaker::1.5,display,Display,Int,1,1,0
AB::LightningMaker::1.5,outputobj,Output Transform,String,1,_input1_obj_,0
AB::LightningMaker::1.5,visibleobjects,Visible Children,String,1,*,0
AB::LightningMaker::1.5,picking,Viewport Selecting Enabled,Toggle,1,True,0
AB::LightningMaker::1.5,pickscript,Select Script,String,1,,0
AB::LightningMaker::1.5,caching,Cache Object Transform,Toggle,1,True,0
AB::LightningMaker::1.5,use_dcolor,Set Wireframe Color,Toggle,1,True,0
AB::LightningMaker::1.5,dcolor,Wireframe Color,Float,3,1.0;1.0;1.0,0
AB::LightningMaker::1.5,length,Max Seg Length,Float,1,0.05,0
AB::LightningMaker::1.5,ramp_prob,Ramp Prob,Ramp,1,4,0
AB::LightningMaker::1.5,min_prob,Min Prob,Float,1,0.0,0
AB::LightningMaker::1.5,max_prob,Max Prob,Float,1,0.1049,0
AB::LightningMaker::1.5,ramp_width,Ramp Width,Ramp,1,4,0
AB::LightningMaker::1.5,min_width,Min Width,Float,1,0.01,0
AB::LightningMaker::1.5,max_width,Max Width,Float,1,0.05,0
AB::LightningMaker::1.5,ramp_pscale,Ramp Pscale,Ramp,1,4,0
AB::LightningMaker::1.5,min_pscale,Min Pscale,Float,1,0.11,0
AB::LightningMaker::1.5,max_pscale,Max Pscale,Float,1,10.0,0
AB::LightningMaker::1.5,ramp_blend,Ramp Blend,Ramp,1,4,0
AB::LightningMaker::1.5,min_blend,Min Blend,Float,1,1.0,0
AB::LightningMaker::1.5,max_blend,Max Blend,Float,1,0.0,0
AB::LightningMaker::1.5,color_ramp,Color Ramp,Ramp,1,2,0
AB::LightningMaker::1.5,iterations,Branch Interations,Int,1,5,0
AB::LightningMaker::1.5,coneangle,Normal Range Angle,Float,1,90.0,0
AB::LightningMaker::1.5,powerbias,BNormal Bias,Float,1,0.0,0
AB::LightningMaker::1.5,rand_pscale_ramp,Random Pscale,Ramp,1,5,0
AB::LightningMaker::1.5,pscale_fit0to,Pscale Min Fit,Float,1,0.25,0
AB::LightningMaker::1.5,pscale_fit1to1,Pscale Max Fit,Float,1,0.5,0
AB::LightningMaker::1.5,ramp_rand_width,Random Width,Ramp,1,5,0
AB::LightningMaker::1.5,width_fit0to,Width Min Fit,Float,1,0.25,0
AB::LightningMaker::1.5,width_fit1to1,Width Max Fit,Float,1,1.0,0
AB::LightningMaker::1.5,labelparm,Line Noise,Label,1,,0
AB::LightningMaker::1.5,sepparm,,Separator,0,,0
AB::LightningMaker::1.5,line_freq,Frequency,Float,4,1.0;1.0;1.0;1.0,0
AB::LightningMaker::1.5,line_amp,Amplitude,Float,1,1.0,0
AB::LightningMaker::1.5,line_rough,Roughness,Float,1,0.5,0
AB::LightningMaker::1.5,line_flow,Flow,Float,1,0.0,0
AB::LightningMaker::1.5,line_flowrate,Flow Rate,Float,1,1.0,0
AB::LightningMaker::1.5,line_line_advect,Self-Advection,Float,1,0.0,0
AB::LightningMaker::1.5,labelparm2,Surface Noise,Label,1,,0
AB::LightningMaker::1.5,sepparm2,,Separator,0,,0
AB::LightningMaker::1.5,freq,Frequency,Float,4,10.0;10.0;10.0;10.0,0
AB::LightningMaker::1.5,amp,Amplitude,Float,1,0.1,0
AB::LightningMaker::1.5,rough,Roughness,Float,1,0.5,0
AB::LightningMaker::1.5,maxoctave,Max Octaves,Int,1,8,0
AB::LightningMaker::1.5,flow,Flow,Float,1,0.0,0
AB::LightningMaker::1.5,flowrate,Flow Rate,Float,1,1.0,0
AB::LightningMaker::1.5,advect,Self-Advection,Float,1,0.0,0
AB::LowPolyTrees::2.0,main_div,Divisions,Int,1,25,0
AB::LowPolyTrees::2.0,scale,Uniform Scale,Float,1,3.0,0
AB::LowPolyTrees::2.0,scale2,Uniform Scale,Float,1,1.0,0
AB::LowPolyTrees::2.0,scale3,Uniform Scale,Float,1,10.0,0
AB::LowPolyTrees::2.0,scale4,Uniform Scale,Float,1,0.5,0
AB::LowPolyTrees::2.0,scale5,Uniform Scale,Float,1,1.5,0
AB::LowPolyTrees::2.0,scale6,Uniform Scale,Float,1,0.25,0
AB::LowPolyTrees::2.0,amount,Amount,Float,1,-2.0,0
AB::LowPolyTrees::2.0,lBound,Low Bound,Float,1,0.0,0
AB::LowPolyTrees::2.0,hBound,High Bound,Float,1,10.0,0
AB::LowPolyTrees::2.0,sepparm,,Separator,0,,0
AB::LowPolyTrees::2.0,labelparm,Noise 01,Label,1,,0
AB::LowPolyTrees::2.0,ns_1_multx,Mult X,Float,1,1.0,0
AB::LowPolyTrees::2.0,ns_1_multy,Mult Y,Float,1,0.0,0
AB::LowPolyTrees::2.0,ns_1_multz,Mult Z,Float,1,1.0,0
AB::LowPolyTrees::2.0,ns_1_freq,Frequency,Float,3,1.0;1.0;1.0,0
AB::LowPolyTrees::2.0,ns_1_offset,Offset,Float,3,0.0;0.0;0.0,0
AB::LowPolyTrees::2.0,ns_1_amp,Amplitude,Float,1,1.0,0
AB::LowPolyTrees::2.0,ns_1_rough,Roughness,Float,1,0.5,0
AB::LowPolyTrees::2.0,sepparm3,,Separator,0,,0
AB::LowPolyTrees::2.0,labelparm3,Noise 02,Label,1,,0
AB::LowPolyTrees::2.0,ns_2_multx,Mult X,Float,1,0.5,0
AB::LowPolyTrees::2.0,ns_2_multy,Mult Y,Float,1,0.1,0
AB::LowPolyTrees::2.0,ns_2_multz,Mult Z,Float,1,0.5,0
AB::LowPolyTrees::2.0,ns_2_freq,Frequency,Float,3,1.0;1.0;1.0,0
AB::LowPolyTrees::2.0,ns_2_offset,Offset,Float,3,0.0;0.0;0.0,0
AB::LowPolyTrees::2.0,ns_2_amp,Amplitude,Float,1,1.0,0
AB::LowPolyTrees::2.0,ns_2_rough,Roughness,Float,1,0.5,0
AB::LowPolyTrees::2.0,sepparm2,,Separator,0,,0
AB::LowPolyTrees::2.0,labelparm2,Noise 03,Label,1,,0
AB::LowPolyTrees::2.0,ns_3_multx,Mult X,Float,1,2.0,0
AB::LowPolyTrees::2.0,ns_3_multy,Mult Y,Float,1,3.0,0
AB::LowPolyTrees::2.0,ns_3_multz,Mult Z,Float,1,2.0,0
AB::LowPolyTrees::2.0,ns_3_freq,Frequency,Float,3,1.0;1.0;1.0,0
AB::LowPolyTrees::2.0,ns_3_offset,Offset,Float,3,0.0;0.0;0.0,0
AB::LowPolyTrees::2.0,ns_3_amp,Amplitude,Float,1,1.0,0
AB::LowPolyTrees::2.0,ns_3_rough,Roughness,Float,1,0.5,0
AB::LowPolyTrees::2.0,trck_clr,Trunk Color,Ramp,1,2,0
AB::LowPolyTrees::2.0,tree_clr,Tree Color,Ramp,1,3,0
AB::LowPolyTrees::2.0,ao_on,AO On,Toggle,1,False,0
AB::LowWalls::1.1,WallStyle,Wall Style,Menu,1,1,2
AB::LowWalls::1.1,UVLayoutOn,UV Layout ,Toggle,1,False,0
AB::LowWalls::1.1,WallLength,Wall Length,Float,1,10.0,0
AB::LowWalls::1.1,PostWidth,Post Width,Float,1,0.5,0
AB::LowWalls::1.1,PostHeight,Post Height,Float,1,2.5,0
AB::LowWalls::1.1,PostDepth,Post Width,Float,1,0.75,0
AB::LowWalls::1.1,wallCurveHeight1,Center Curve Height,Float,1,-2.0,0
AB::MailBoxGenerator::2.0,uv_layout_on,UV Layouy,Toggle,1,False,0
AB::MailBoxGenerator::2.0,lightmaps_on,Light Maps On,Toggle,1,False,0
AB::MailBoxGenerator::2.0,vis_uv,Vis UV,Toggle,1,False,0
AB::MailBoxGenerator::2.0,use_color,Use Color,Toggle,1,True,0
AB::MailBoxGenerator::2.0,tool_mode_on,Tool Mode,Toggle,1,False,0
AB::MailBoxGenerator::2.0,MailBoxOptions,Mail Box Options,Label,1,,0
AB::MailBoxGenerator::2.0,mbox_box_width,Main Box Width,Float,1,1.0,0
AB::MailBoxGenerator::2.0,mbox_box_height,Main Box Height,Float,1,2.0,0
AB::MailBoxGenerator::2.0,trsh_box_depth2,Opening Bottom Height,Float,1,1.5,0
AB::MailBoxGenerator::2.0,trsh_box_depth3,Opening Top Height,Float,1,2.0,0
AB::MailBoxGenerator::2.0,mbox_opening_width,Opening Width,Float,1,0.7,0
AB::MailBoxGenerator::2.0,inset_1_depth,Inset One Depth,Float,1,0.4,0
AB::MailBoxGenerator::2.0,slot_inset,Slot Inset,Float,1,0.1,0
AB::MailBoxGenerator::2.0,inset_2_depth,Inset Two Depth,Float,1,0.4,0
AB::MailBoxGenerator::2.0,sepparm2,,Separator,0,,0
AB::MailBoxGenerator::2.0,labelparm2,Colors,Label,1,,0
AB::MailBoxGenerator::2.0,mbox_color,Mailbox,Float,3,0.1;0.1;0.1,0
AB::MailBoxGenerator::2.0,mboc_graph_color1,Graphic 01,Float,3,0.1575;0.5;0.5,0
AB::MailBoxGenerator::2.0,color6,Graphic 02,Float,3,0.871;0.134134;0.871,0
AB::ManhattenDistance::2.0,ScatterPoints,Scatter Points,Int,1,40,0
AB::ManhattenDistance::2.0,GF_signGraphic,Gf Signgraphic,Ramp,1,5,0
AB::ManhattenDistance::2.0,divsu,Line Div,Int,1,4,0
AB::ManhattenDistance::2.0,FinalSize,Final Size,Float,1,512.0,0
AB::MaterialBinding::1.0,vocabulary_file,Zone Vocabulary,String,1,$ASSETBASH/config/zone_vocabulary.json,0
AB::MaterialBinding::1.0,bindings_file,Material Bindings,String,1,$ASSETBASH/config/material_bindings.json,0
AB::MaterialBinding::1.0,backend,Backend,Menu,1,2,4
AB::MaterialBinding::1.0,source_attrib,Read Zone From,String,1,name,0
AB::MaterialBinding::1.0,zone_attrib,Write Zone To,String,1,ab_zone,0
AB::MaterialBinding::1.0,strict_unbound,Error On Unbound Zone,Toggle,1,True,0
AB::MaterialLibrary::1.0,label1,Input #1 Label,String,1,Sub-Network Input #1,0
AB::MaterialLibrary::1.0,label2,Input #2 Label,String,1,Sub-Network Input #2,0
AB::MaterialLibrary::1.0,label3,Input #3 Label,String,1,Sub-Network Input #3,0
AB::MaterialLibrary::1.0,label4,Input #4 Label,String,1,Sub-Network Input #4,0
AB::MaterialLibrary::1.0,bindings_file,Material Bindings,String,1,$ASSETBASH/config/material_bindings.json,0
AB::MaterialLibrary::1.0,texture_root,Texture Root,String,1,U:/Textures/PolyHaven_Derived,0
AB::MaterialLibrary::1.0,zone_attrib,Zone Attribute,String,1,ab_zone,0
AB::MaterialLibrary::1.0,rebuild,Rebuild From Scratch,Toggle,1,False,0
AB::MaterialLibrary::1.0,build,Build Shaders,Button,1,,0
AB::MetalExtrusionMaker::2.0,ext_type,Shape Type,Menu,1,0,5
AB::MetalExtrusionMaker::2.0,axis,Axis,Menu,1,0,3
AB::MetalExtrusionMaker::2.0,pivot,Pivot,Menu,1,0,5
AB::MetalExtrusionMaker::2.0,width,Width,Float,1,1.0,0
AB::MetalExtrusionMaker::2.0,height,Height,Float,1,1.0,0
AB::MetalExtrusionMaker::2.0,thick,Thickness,Float,1,0.1,0
AB::MetalExtrusionMaker::2.0,add_bevels,Add Bevels,Toggle,1,False,0
AB::MetalExtrusionMaker::2.0,bev_size,Bevel Size,Float,1,0.01,0
AB::MetalExtrusionMaker::2.0,ptfilletshape,Shape,Menu,1,2,4
AB::MetalExtrusionMaker::2.0,divisions,Divisions,Int,1,2,0
AB::ModernLightGenerator::1.0,LightStyle,Light Style,Menu,1,0,1
AB::ModernLightGenerator::1.0,MaterialStyle,Material Style,Menu,1,1,2
AB::ModernLightGenerator::1.0,TableLightStyle,Table Light Style,Int,1,0,0
AB::ModulesClassical::1.0,ModuleChoiceSwitch,Module Choice,Int,1,0,0
AB::ModulesClassical::1.0,GFAdjustWindowSides,GF Adj Window Sides,Float,1,0.0,0
AB::ModulesClassical::1.0,GFAdjustWindowBottom,GF Adj Window Bottom,Float,1,0.0,0
AB::ModulesClassical::1.0,GFAdjustWindowBottom2,GF Adj Window Top,Float,1,0.0,0
AB::ModulesCyberPunk::2.0,MastertModuleSwitch,Module Switch,Int,1,0,0
AB::ModulesCyberPunk::2.0,newparameter,Align Modules,Toggle,1,True,0
AB::ModulesGothic::2.0,ModuleType,Module Type,Menu,1,0,8
AB::ModulesGothic::2.0,GothicTrimStyle,Trim Style,Int,1,0,0
AB::ModulesGothic::2.0,SetDressingMenu2,Set Dressing,Menu,1,0,4
AB::ModulesGothic::2.0,PlantOnsMenu,Plant Ons,Menu,1,0,3
AB::ModulesGothic::2.0,UnrealOn,Unreal Geo,Toggle,1,False,0
AB::ModulesGothic::2.0,sepparm,,Separator,0,,0
AB::ModulesGothic::2.0,WallOptions,Wall Options,Label,1,,0
AB::ModulesGothic::2.0,WallModStyle,Wall Module Style,Menu,1,0,3
AB::ModulesGothic::2.0,WallModuleNumber1,Module Number,Int,1,0,0
AB::ModulesGothic::2.0,WallModuleNumber2,Module Number,Int,1,0,0
AB::ModulesGothic::2.0,WallModuleNumber3,Module Number,Int,1,0,0
AB::ModulesGothic::2.0,DoorModuleNumber,Door Module,Int,1,0,0
AB::MultiAxisPointScatter::1.0,scale,Scale,Float,1,5.65,0
AB::MultiAxisPointScatter::1.0,separate,Separate,Float,1,3.27,0
AB::MultiAxisPointScatter::1.0,randomness,Randomness,Float,1,4.82,0
AB::MultiAxisPointScatter::1.0,speed,Speed,Float,1,0.01,0
AB::MultiAxisPointScatter::1.0,timeramp,Time Ramp,Ramp,1,4,0
AB::MultiAxisPointScatter::1.0,scaletimeramp,Scale Time Ramp,Ramp,1,8,0
AB::MultiAxisPointScatter::1.0,ratio,ratio,Float,1,0.281,0
AB::NeonRainbows::1.0,ext_type,Extrude Type,Menu,1,0,2
AB::NeonRainbows::1.0,dist,Ribbon Width,Float,1,1.0,0
AB::NeonRainbows::1.0,segs2,Main Curve Segments,Int,1,50,0
AB::NeonRainbows::1.0,color_ramp,Color Ramp,Ramp,1,3,0
AB::NeonRainbows::1.0,divsv,Number of Arcs,Int,1,7,0
