tool,inner_node,node_type,parm_family,n_referenced,n_in_family,confidence,literals,referenced
AB::CityGridGenerator::1.4,/obj/AnalysisHolder/probe_22/ProcessPlanes/SubdivideLots1/foreach_end5,block_end,,1,1,medium,itermethod=2,iterations
AB::CityGridGenerator::1.4,/obj/AnalysisHolder/probe_22/ProcessPlanes/SubdivideLots1/foreach_end7,block_end,,1,1,medium,itermethod=2,iterations
AB::CityGridGenerator::1.4,/obj/AnalysisHolder/probe_22/ProcessPlanes/SubdivideLots1/attribwrangle3,attribwrangle,,26,1,medium,Seed_RampColor=4,Ramp_Color Ramp_Color1cb Ramp_Color1cg Ramp_Color1cr Ramp_Color1interp Ramp_Color1pos Ramp_Color2cb Ramp_Color2cg Ramp_Color2cr Ramp_Color2interp Ramp_Color2pos Ramp_Color3cb Ramp_Color3cg Ramp_Color3cr Ramp_Color3interp Ramp_Color3pos Ramp_Color4cb Ramp_Color4cg Ramp_Color4cr Ramp_Color4interp Ramp_Color4pos Ramp_Color5cb Ramp_Color5cg Ramp_Color5cr Ramp_Color5interp Ramp_Color5pos
AB::CityGridGenerator::1.4,/obj/AnalysisHolder/probe_22/CreatePattern_002_Copy/scatter1,scatter::2.0,,2,5,medium,usedensityattrib=1 emergencylimit=53306 relaxiterations=0 scaleradiiby=0 maxradius=0,npts seed
AB::CityGridGenerator::1.4,/obj/AnalysisHolder/probe_22/CreatePattern_002_Copy/divide1,divide,size,2,3,high,convex=0 brick=1 sizex=10,sizey sizez
AB::CityGridGenerator::1.4,/obj/AnalysisHolder/probe_22/CreatePattern_002_Copy/ManhattenDistance3,AB::ManhattenDistance::2.0,,1,18,medium,divsu=2 FinalSize=4096 GF_signGraphic1cr=1 GF_signGraphic1interp=0 GF_signGraphic2pos=0.2 GF_signGraphic2cg=1 GF_signGraphic2interp=0 GF_signGraphic3pos=0.4 GF_signGraphic3cb=1 GF_signGraphic3interp=0 GF_signGraphic4pos=0.6 GF_signGraphic4cr=1 GF_signGraphic4cg=1 GF_signGraphic4interp=0 GF_signGraphic5pos=0.8 GF_signGraphic5cg=1 GF_signGraphic5cb=1 GF_signGraphic5interp=0,ScatterPoints
AB::CityGridGenerator::1.4,/obj/AnalysisHolder/probe_22/CreatePattern_002_Copy/ManhattenDistance3/scatter1,scatter::2.0,,1,2,medium,seed=1 relaxiterations=0,npts
AB::CityGridGenerator::1.4,/obj/AnalysisHolder/probe_22/CreatePattern_002_Copy/ManhattenDistance3/attribwrangle13,attribwrangle,,26,1,medium,seed_GF_signGraphic=1,GF_signGraphic GF_signGraphic1cb GF_signGraphic1cg GF_signGraphic1cr GF_signGraphic1interp GF_signGraphic1pos GF_signGraphic2cb GF_signGraphic2cg GF_signGraphic2cr GF_signGraphic2interp GF_signGraphic2pos GF_signGraphic3cb GF_signGraphic3cg GF_signGraphic3cr GF_signGraphic3interp GF_signGraphic3pos GF_signGraphic4cb GF_signGraphic4cg GF_signGraphic4cr GF_signGraphic4interp GF_signGraphic4pos GF_signGraphic5cb GF_signGraphic5cg GF_signGraphic5cr GF_signGraphic5interp GF_signGraphic5pos
AB::CityGridGenerator::1.4,/obj/AnalysisHolder/probe_22/CreatePattern_002_Copy/ManhattenDistance3/timeshift1,timeshift,,1,1,medium,Shift=0,frame
AB::CityGridGenerator::1.4,/obj/AnalysisHolder/probe_22/CreatePattern_002_Copy/ManhattenDistance3/transform1,xform,s,2,9,high,tx=0 ty=0 tz=0 sx=0 parmgroup_pivotxform=1 px=0 py=0 pz=0 addattrib=1,sy sz
AB::CityGridGenerator::1.4,/obj/AnalysisHolder/probe_22/CreatePattern_002_Copy/ManhattenDistance3/transform2,xform,,1,1,medium,parmgroup_pivotxform=1,scale
AB::CityGridGenerator::1.4,/obj/AnalysisHolder/probe_22/CreatePattern_002_Copy/ManhattenDistance3/foreach_end5,block_end,,1,3,medium,itermethod=1 method=1 class=0,attrib
AB::CityGridGenerator::1.4,/obj/AnalysisHolder/probe_22/CreatePattern_002_Copy/ManhattenDistance3/carve3,carve,,1,5,medium,domainu1=0 domainu2=1 secondu=1 stdswitcher1=1 extractop=1,divsu
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/CurveTypes/add1,add,pt10 pt7,13,6,high,points=12 pt5y=1 pt6x=1 pt6y=1 pt7x=1 pt10x=1,pt10y pt11x pt1y pt2x pt2y pt3x pt3y pt4y pt7y pt8x pt8y pt9x pt9y
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/CurveTypes/add3,add,pt2 pt6,8,5,high,points=8 pt1y=1 pt2x=1 pt6x=1 pt7x=1,pt2y pt3x pt3y pt4x pt4y pt5x pt5y pt6y
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/CurveTypes/add5,add,pt2,2,3,high,points=4 pt1y=1 pt2x=1,pt2y pt3x
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/CurveTypes/add7,add,pt2 pt3 pt4 pt5,8,5,high,points=8 pt2y=1 pt3y=1 pt4x=1 pt5x=1,pt0y pt1y pt2x pt3x pt4y pt5y pt6x pt7x
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/Parts/LightSign_001/polybevel2,polybevel::3.0,,1,6,medium,grouptype=2 profileramp1value=0.5 profileramp1interp=2 profileramp2pos=1 profileramp2value=0.5 profileramp2interp=2,offset
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/Parts/LightSign_001/transform3,xform,t,1,2,high,ty=0 parmgroup_pivotxform=1,tz
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/Parts/LightSign_001/polyextrude6,polyextrude::2.0,,1,11,medium,outputfrontgrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/CreateArrows/add1,add,,16,3,medium,points=9 switcher1=1 closedall=1,pt1x pt1y pt2x pt2y pt3x pt3y pt4x pt4y pt5x pt5y pt6x pt6y pt7x pt7y pt8x pt8y
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/CreateArrows/polybevel1,polybevel::3.0,,2,6,medium,grouptype=1 profileramp1value=0.5 profileramp1interp=2 profileramp2pos=1 profileramp2value=0.5 profileramp2interp=2,divisions offset
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/CreateArrows/polybevel2,polybevel::3.0,,2,6,medium,grouptype=1 profileramp1value=0.5 profileramp1interp=2 profileramp2pos=1 profileramp2value=0.5 profileramp2interp=2,divisions offset
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/CreateArrows/polyextrude1,polyextrude::2.0,,1,13,medium,outputfrontgrp=1 outputback=1 outputbackgrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/CreateArrows/polyextrude2,polyextrude::2.0,,1,10,medium,thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,inset
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/CreateArrows/polyextrude3,polyextrude::2.0,,1,10,medium,thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/CreateArrows/transform1,xform,,1,4,medium,parmgroup_pivotxform=1 px=0 py=0 pz=0,tz
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/CreateArrows/transform2,xform,,1,4,medium,parmgroup_pivotxform=1 px=0 py=0 pz=0,tz
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/CreateArrows/color2,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/CreateArrows/transform3,xform,t,1,3,high,ty=0 tz=0 parmgroup_pivotxform=1,tx
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/CreateArrows/transform5,xform,,1,1,medium,parmgroup_pivotxform=1,shear1
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/CreateArrows/polybevel3,polybevel::3.0,,3,6,medium,grouptype=3 profileramp1value=0.5 profileramp1interp=2 profileramp2pos=1 profileramp2value=0.5 profileramp2interp=2,divisions filletshape offset
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/CreateArrows/add2,add,,10,2,medium,points=7 switcher1=1,pt1x pt1z pt2z pt3x pt3z pt4x pt4z pt5x pt5z pt6x
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/CreateArrows/add3,add,,2,2,medium,points=2 switcher1=1,pt1x pt1z
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/CreateArrows/copy1,copyxform,,1,1,medium,ncy=3,tx
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/CreateArrows/color4,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/CreateArrows/transform11,xform,,3,1,medium,parmgroup_pivotxform=1,rx sx tx
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/polyextrude3,polyextrude::2.0,,1,12,medium,outputfrontgrp=1 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,inset
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/polyextrude4,polyextrude::2.0,,1,13,medium,outputfrontgrp=1 outputback=1 outputbackgrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/polyextrude5,polyextrude::2.0,,1,10,medium,thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/color1,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/color3,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/polybevel2,polybevel::3.0,,1,7,medium,grouptype=1 divisions=12 profileramp1value=0.5 profileramp1interp=2 profileramp2pos=1 profileramp2value=0.5 profileramp2interp=2,offset
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/circle2,circle,,1,4,medium,type=1 reverse=0 ry=180 divs=100,scale
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/grid1,grid,,2,4,medium,orient=0 ry=180 rows=2 cols=2,sizex sizey
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/transform6,xform,,1,1,medium,parmgroup_pivotxform=1,tz
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/polywire1,polywire,,1,2,medium,jointcorrect=0 div=8,radius
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/transform5,xform,,1,1,medium,parmgroup_pivotxform=1,tz
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/color4,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/knife1,knife,,1,1,medium,knifeop=1,originy
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/knife4,knife,,1,1,medium,knifeop=1,originy
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/transform8,xform,s,1,2,high,sy=0 parmgroup_pivotxform=1,sx
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/transform9,xform,s,1,3,high,tz=0.14 sy=0.8 parmgroup_pivotxform=1,sx
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/divide1,divide,,2,2,medium,convex=0 removesh=1,sizey sizez
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/color8,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/color9,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Shape_001/transform12,xform,,1,1,medium,parmgroup_pivotxform=1,scale
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/polyextrude3,polyextrude::2.0,,1,12,medium,outputfrontgrp=1 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,inset
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/polyextrude4,polyextrude::2.0,,1,13,medium,outputfrontgrp=1 outputback=1 outputbackgrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/color1,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/color3,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/transform2,xform,,1,1,medium,parmgroup_pivotxform=1,tx
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/circle2,circle,,2,3,medium,type=1 reverse=0 ry=180,divs scale
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/transform6,xform,,1,1,medium,parmgroup_pivotxform=1,tz
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/polywire1,polywire,,1,2,medium,jointcorrect=0 div=8,radius
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/transform5,xform,,1,1,medium,parmgroup_pivotxform=1,tz
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/RoundGraphics/shape1,shape,,2,6,medium,stdswitcher1=1 shape=2 colorg=0 colorb=0 colora=0 overridesize=1,size1 size2
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/RoundGraphics/shape2,shape,,2,8,medium,stdswitcher1=1 shape=2 fill=1 fillout=1 thickness=0.0819 scale1=0.7 scale2=0.7 overridesize=1,size1 size2
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/color4,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/circle3,circle,,2,4,medium,type=2 reverse=0 ry=180 order=2,divs scale
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/knife2,knife,,1,1,medium,knifeop=1,originy
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/knife3,knife,,1,3,medium,knifeop=1 dirx=1 diry=0,originx
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/knife4,knife,,1,2,medium,dirx=1 diry=0,originx
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/color5,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/color6,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Circular_01/color7,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/InsetTopBottom/polyextrude4,polyextrude::2.0,,1,13,medium,outputfrontgrp=1 outputback=1 outputbackgrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/InsetTopBottom/color1,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/InsetTopBottom/color3,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/InsetTopBottom/transform2,xform,,1,1,medium,parmgroup_pivotxform=1,tx
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/InsetTopBottom/transform3,xform,,1,2,medium,grouptype=3 parmgroup_pivotxform=1,ty
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/InsetTopBottom/transform4,xform,,1,2,medium,grouptype=3 parmgroup_pivotxform=1,ty
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/InsetTopBottom/transform7,xform,,1,1,medium,parmgroup_pivotxform=1,tz
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/InsetTopBottom/polywire1,polywire,,1,2,medium,jointcorrect=0 div=8,radius
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/InsetTopBottom/transform8,xform,,1,1,medium,parmgroup_pivotxform=1,tz
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/InsetTopBottom/transform10,xform,s,1,2,high,sx=0 parmgroup_pivotxform=1,sy
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/InsetTopBottom/transform11,xform,s,1,2,high,sx=1.536 parmgroup_pivotxform=1,sy
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/InsetTopBottom/divide1,divide,,2,2,medium,convex=0 removesh=1,sizey sizez
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/InsetTopBottom/color8,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/InsetTopBottom/transform13,xform,,1,2,medium,tz=0.366 parmgroup_pivotxform=1,scale
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/InsetTopBottom/divide2,divide,size,2,6,high,convex=0 numsides=34 noslivers=1 avoidsmallangles=1 brick=1 sizex=0.1,sizey sizez
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/InsetTopBottom/divide3,divide,,2,1,medium,brick=1,sizey sizez
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/InsetTopBottom/color9,color,,3,4,medium,ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Rectangular/add1,add,pt2,11,4,high,points=8 switcher1=1 closedall=1 pt2x=0.1,pt1y pt2y pt3x pt3y pt4x pt4y pt5x pt5y pt6x pt6y pt7x
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Rectangular/grid3,grid,size,1,5,high,orient=0 sizey=0.2 ry=180 rows=2 cols=2,sizex
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Rectangular/polyextrude4,polyextrude::2.0,,1,10,medium,thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Rectangular/polyextrude5,polyextrude::2.0,,1,13,medium,outputfrontgrp=1 outputback=1 outputbackgrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Rectangular/polyextrude6,polyextrude::2.0,,1,10,medium,thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,inset
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Rectangular/polyextrude7,polyextrude::2.0,,1,10,medium,thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Rectangular/polyextrude8,polyextrude::2.0,,1,13,medium,outputfrontgrp=1 outputback=1 outputbackgrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Rectangular/polyextrude9,polyextrude::2.0,,1,10,medium,thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,inset
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Rectangular/polyextrude10,polyextrude::2.0,,1,10,medium,thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Rectangular/polyextrude11,polyextrude::2.0,,1,13,medium,outputfrontgrp=1 outputback=1 outputbackgrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/SignShapes/Rectangular/polyextrude12,polyextrude::2.0,,1,10,medium,thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,inset
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/CreatePoles/circle1,circle,,1,6,medium,type=2 orient=2 reverse=0 radx=0.5 rady=0.5 ry=180,scale
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/CreatePoles/transform1,xform,,1,1,medium,parmgroup_pivotxform=1,ty
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/CreatePoles/add1,add,,3,5,medium,stdswitcher1=1 points=4 switcher1=1 closedall=1 pt0x=1,pt1x pt1z pt2z
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/CreatePoles/transform2,xform,,1,1,medium,parmgroup_pivotxform=1,scale
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/CreatePoles/CreateRoundPole/circle2,circle,,2,3,medium,type=2 orient=2 reverse=0,radx rady
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/CreatePoles/CreateRoundPole/transform1,xform,,1,4,medium,px=0 py=0 pz=0 updatenmls=1,ty
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/CreatePoles/CreateRoundPole/convert2,convert,,1,2,medium,stdswitcher1=1 divv=0,divu
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/CreatePoles/CreateSquarePole/grid2,grid,size,1,3,high,sizex=0.1 rows=2 cols=2,sizey
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/CreatePoles/CreateSquarePole/divide1,divide,,2,1,medium,numsides=4,sizey sizez
AB::CommercialSignGenerator::4.8,/obj/AnalysisHolder/probe_25/CommercialSigns/AssembleSidemountedSign/AddArrow/transform2,xform,,1,2,medium,ty=-0.4 parmgroup_pivotxform=1,scale
